BOAMP_AVIS_NUM,D_19_01_Annexed2_Infructueux,D_19_02_Annexed2_Recherche,D_19_03_Annexed2_Raisonstechniques,D_19_04_Annexed2_Raisonsartistiques,D_19_05_Annexed2_Proprieteintellectuelle,D_19_06_Annexed2_Urgenceimperieuse,D_19_07_Annexed2_Marchecomplementaire,D_19_08_Annexed2_Prestationsidentiques,D_19_09_Annexed2_Laureatsconcours,D_19_10_Annexed2_Matierespremieres,D_19_11_Annexed2_Cessationactivite,D_19_12_Annexed2_Liquidateurs,D_19_13_Annexed2_Achatopportunite,D_19_14_Annexed2_Horsscope,D_19_15_Annexed2_Explication
17-152430,,,False,,True,,,,,,,,,False,"<?xml version=""1.0"" encoding=""UTF-16""?>
<EXPLICATION xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">La société GINGER-BURGEAP a conçu et développé pour le compte de la Métropole de Lyon les outils informatiques NAPELY et ROSALYE.En tant que propriétaire et unique détenteur des sources, la société GINGER-BURGEAP nautorise aucun tiers à procéder à des développements sur ces applications ou a en utiliser les sources sans accord express.Pour assurer la maintenance et le développement des systèmes, il est  proposé d'établir un marché négocié à bons de commande, sans mise en concurrence avec la société GINGER-BURGEAP. A cette fin, cette société a fourni une attestation justificative de ses droits dexclusivité (jointe à la présente FI).</EXPLICATION>"
