BOAMP_AVIS_NUM,D_21_01_Annexed4_Infructueux,D_21_02_Annexed4_Raisonstechniques,D_21_03_Annexed4_Raisonsartistiques,D_21_04_Annexed4_Raisonsexclusivites,D_21_05_Annexed4_Proprieteintellectuelle,D_21_06_Annexed4_Horsscope,D_21_07_Annexed4_Explication
17-78511,False,True,False,False,,False,"<?xml version=""1.0"" encoding=""UTF-16""?>
<EXPLICATION xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Un avis de concession, 2989804, a été envoyé pour publication sur la plateforme, au BOAMP, au JOUE et au MONITEUR le 1er juin 2016</EXPLICATION>"
17-78533,False,True,False,False,,False,"<?xml version=""1.0"" encoding=""UTF-16""?>
<EXPLICATION xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Un avis de concession a été transmis à la plateforme achatpublic.com, au BOAMP, au JOUE et au Moniteur le 01 juin 2016</EXPLICATION>"
17-78541,False,True,False,False,,False,"<?xml version=""1.0"" encoding=""UTF-16""?>
<EXPLICATION xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Un avis de concession a été envoyé sur la plateforme achatpublic.com, au BOAMP, au JOUE et au MONITEUR le 01 juin 2016. Il portait le numéro 2988660</EXPLICATION>"
17-79777,True,False,False,False,,False,"<?xml version=""1.0"" encoding=""UTF-16""?>
<EXPLICATION xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Il n'y a pas eu de publication préalable de mise en concurrence au Journal officiel de l'union européenne car les montants de la concession sont en deçà des seuils européens.</EXPLICATION>"
